word,label,confidence,reason
भुल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
माई,correct spelling,high,in reference vocabulary
वाहा,correct spelling,high,in reference vocabulary
पगार,correct spelling,high,in reference vocabulary
कियू,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लिखता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पेट्रोलजाता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डिस्ट्रीब्यूट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कटेंगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ओबिएस्ली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पंप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इमानदार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उधार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बहलाना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बहलाएगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छुटकारा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पालो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गमी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जूठ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दूरगामी,correct spelling,high,in reference vocabulary
बोझ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इल्जाम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कलंक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शर्मिंदगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मुंह,correct spelling,high,in reference vocabulary
नीचा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यूं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फीलिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सच्चाई,correct spelling,high,in reference vocabulary
मोड़ना,incorrect spelling,low,not NFC normalized
कपिल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यु,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
थोट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लेक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साफसाफ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अप्रत्यक्ष,correct spelling,high,in reference vocabulary
लव,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सजाएंक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अप्रत्याकशित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रत्याकशित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रणाम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भावनों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हूंकि,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जोजिसे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बोलनाबोल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लोतो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नाकोई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इसमेंठीक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हैठीक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जुड़ाया,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अंह,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लगाएं,correct spelling,high,in reference vocabulary
टास्क,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अप्रत्याक्षित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बहुती,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लंबे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भरोसे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हांबिल्कुल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लम्बा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
करतें,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रुकिए,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छूटते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
परेसानी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पकरनी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
त्यार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पहुंची,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
निरास,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अफसोस,correct spelling,high,in reference vocabulary
कस,correct spelling,high,in reference vocabulary
ट्राफिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेंरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छुट,correct spelling,high,in reference vocabulary
डाट,correct spelling,high,in reference vocabulary
पढ़ती,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शिक्षकों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ट्रैफिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पै,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दौड़,correct spelling,high,in reference vocabulary
दौड़,correct spelling,medium,in reference vocabulary; not NFC normalized
छुटने,correct spelling,high,in reference vocabulary
